"cp","chol","mthalach"
"typ_ang",280,60
"typ_ang",280,70
"typ_ang",280,80
"typ_ang",280,90
"typ_ang",280,100
"typ_ang",280,110
"typ_ang",280,120
"typ_ang",280,130
"typ_ang",280,140
"typ_ang",280,150
"typ_ang",280,160
"typ_ang",280,170
"typ_ang",280,180
"typ_ang",280,190
"typ_ang",280,200
"typ_ang",280,210
"typ_ang",280,220
"typ_ang",290,60
"typ_ang",290,70
"typ_ang",290,80
"typ_ang",290,90
"typ_ang",290,100
"typ_ang",290,110
"typ_ang",290,120
"typ_ang",290,130
"typ_ang",290,140
"typ_ang",290,150
"typ_ang",290,160
"typ_ang",290,170
"typ_ang",290,180
"typ_ang",290,190
"typ_ang",290,200
"typ_ang",290,210
"typ_ang",290,220
"typ_ang",300,60
"typ_ang",300,70
"typ_ang",300,80
"typ_ang",300,90
"typ_ang",300,100
"typ_ang",300,110
"typ_ang",300,120
"typ_ang",300,130
"typ_ang",300,140
"typ_ang",300,150
"typ_ang",300,160
"typ_ang",300,170
"typ_ang",300,180
"typ_ang",300,190
"typ_ang",300,200
"typ_ang",300,210
"typ_ang",300,220
"typ_ang",310,60
"typ_ang",310,70
"typ_ang",310,80
"typ_ang",310,90
"typ_ang",310,100
"typ_ang",310,110
"typ_ang",310,120
"typ_ang",310,130
"typ_ang",310,140
"typ_ang",310,150
"typ_ang",310,160
"typ_ang",310,170
"typ_ang",310,180
"typ_ang",310,190
"typ_ang",310,200
"typ_ang",310,210
"typ_ang",310,220
"typ_ang",320,60
"typ_ang",320,70
"typ_ang",320,80
"typ_ang",320,90
"typ_ang",320,100
"typ_ang",320,110
"typ_ang",320,120
"typ_ang",320,130
"typ_ang",320,140
"typ_ang",320,150
"typ_ang",320,160
"typ_ang",320,170
"typ_ang",320,180
"typ_ang",320,190
"typ_ang",320,200
"typ_ang",320,210
"typ_ang",320,220
"typ_ang",330,60
"typ_ang",330,70
"typ_ang",330,80
"typ_ang",330,90
"typ_ang",330,100
"typ_ang",330,110
"typ_ang",330,120
"typ_ang",330,130
"typ_ang",330,140
"typ_ang",330,150
"typ_ang",330,160
"typ_ang",330,170
"typ_ang",330,180
"typ_ang",330,190
"typ_ang",330,200
"typ_ang",330,210
"typ_ang",330,220
"typ_ang",340,60
"typ_ang",340,70
"typ_ang",340,80
"typ_ang",340,90
"typ_ang",340,100
"typ_ang",340,110
"typ_ang",340,120
"typ_ang",340,130
"typ_ang",340,140
"typ_ang",340,150
"typ_ang",340,160
"typ_ang",340,170
"typ_ang",340,180
"typ_ang",340,190
"typ_ang",340,200
"typ_ang",340,210
"typ_ang",340,220
"typ_ang",350,60
"typ_ang",350,70
"typ_ang",350,80
"typ_ang",350,90
"typ_ang",350,100
"typ_ang",350,110
"typ_ang",350,120
"typ_ang",350,130
"typ_ang",350,140
"typ_ang",350,150
"typ_ang",350,160
"typ_ang",350,170
"typ_ang",350,180
"typ_ang",350,190
"typ_ang",350,200
"typ_ang",350,210
"typ_ang",350,220
"typ_ang",360,60
"typ_ang",360,70
"typ_ang",360,80
"typ_ang",360,90
"typ_ang",360,100
"typ_ang",360,110
"typ_ang",360,120
"typ_ang",360,130
"typ_ang",360,140
"typ_ang",360,150
"typ_ang",360,160
"typ_ang",360,170
"typ_ang",360,180
"typ_ang",360,190
"typ_ang",360,200
"typ_ang",360,210
"typ_ang",360,220
"typ_ang",370,60
"typ_ang",370,70
"typ_ang",370,80
"typ_ang",370,90
"typ_ang",370,100
"typ_ang",370,110
"typ_ang",370,120
"typ_ang",370,130
"typ_ang",370,140
"typ_ang",370,150
"typ_ang",370,160
"typ_ang",370,170
"typ_ang",370,180
"typ_ang",370,190
"typ_ang",370,200
"typ_ang",370,210
"typ_ang",370,220
"typ_ang",380,60
"typ_ang",380,70
"typ_ang",380,80
"typ_ang",380,90
"typ_ang",380,100
"typ_ang",380,110
"typ_ang",380,120
"typ_ang",380,130
"typ_ang",380,140
"typ_ang",380,150
"typ_ang",380,160
"typ_ang",380,170
"typ_ang",380,180
"typ_ang",380,190
"typ_ang",380,200
"typ_ang",380,210
"typ_ang",380,220
"typ_ang",390,60
"typ_ang",390,70
"typ_ang",390,80
"typ_ang",390,90
"typ_ang",390,100
"typ_ang",390,110
"typ_ang",390,120
"typ_ang",390,130
"typ_ang",390,140
"typ_ang",390,150
"typ_ang",390,160
"typ_ang",390,170
"typ_ang",390,180
"typ_ang",390,190
"typ_ang",390,200
"typ_ang",390,210
"typ_ang",390,220
"typ_ang",400,60
"typ_ang",400,70
"typ_ang",400,80
"typ_ang",400,90
"typ_ang",400,100
"typ_ang",400,110
"typ_ang",400,120
"typ_ang",400,130
"typ_ang",400,140
"typ_ang",400,150
"typ_ang",400,160
"typ_ang",400,170
"typ_ang",400,180
"typ_ang",400,190
"typ_ang",400,200
"typ_ang",400,210
"typ_ang",400,220
"typ_ang",410,60
"typ_ang",410,70
"typ_ang",410,80
"typ_ang",410,90
"typ_ang",410,100
"typ_ang",410,110
"typ_ang",410,120
"typ_ang",410,130
"typ_ang",410,140
"typ_ang",410,150
"typ_ang",410,160
"typ_ang",410,170
"typ_ang",410,180
"typ_ang",410,190
"typ_ang",410,200
"typ_ang",410,210
"typ_ang",410,220
"typ_ang",420,60
"typ_ang",420,70
"typ_ang",420,80
"typ_ang",420,90
"typ_ang",420,100
"typ_ang",420,110
"typ_ang",420,120
"typ_ang",420,130
"typ_ang",420,140
"typ_ang",420,150
"typ_ang",420,160
"typ_ang",420,170
"typ_ang",420,180
"typ_ang",420,190
"typ_ang",420,200
"typ_ang",420,210
"typ_ang",420,220
"typ_ang",430,60
"typ_ang",430,70
"typ_ang",430,80
"typ_ang",430,90
"typ_ang",430,100
"typ_ang",430,110
"typ_ang",430,120
"typ_ang",430,130
"typ_ang",430,140
"typ_ang",430,150
"typ_ang",430,160
"typ_ang",430,170
"typ_ang",430,180
"typ_ang",430,190
"typ_ang",430,200
"typ_ang",430,210
"typ_ang",430,220
"typ_ang",440,60
"typ_ang",440,70
"typ_ang",440,80
"typ_ang",440,90
"typ_ang",440,100
"typ_ang",440,110
"typ_ang",440,120
"typ_ang",440,130
"typ_ang",440,140
"typ_ang",440,150
"typ_ang",440,160
"typ_ang",440,170
"typ_ang",440,180
"typ_ang",440,190
"typ_ang",440,200
"typ_ang",440,210
"typ_ang",440,220
"typ_ang",450,60
"typ_ang",450,70
"typ_ang",450,80
"typ_ang",450,90
"typ_ang",450,100
"typ_ang",450,110
"typ_ang",450,120
"typ_ang",450,130
"typ_ang",450,140
"typ_ang",450,150
"typ_ang",450,160
"typ_ang",450,170
"typ_ang",450,180
"typ_ang",450,190
"typ_ang",450,200
"typ_ang",450,210
"typ_ang",450,220
"typ_ang",460,60
"typ_ang",460,70
"typ_ang",460,80
"typ_ang",460,90
"typ_ang",460,100
"typ_ang",460,110
"typ_ang",460,120
"typ_ang",460,130
"typ_ang",460,140
"typ_ang",460,150
"typ_ang",460,160
"typ_ang",460,170
"typ_ang",460,180
"typ_ang",460,190
"typ_ang",460,200
"typ_ang",460,210
"typ_ang",460,220
"typ_ang",470,60
"typ_ang",470,70
"typ_ang",470,80
"typ_ang",470,90
"typ_ang",470,100
"typ_ang",470,110
"typ_ang",470,120
"typ_ang",470,130
"typ_ang",470,140
"typ_ang",470,150
"typ_ang",470,160
"typ_ang",470,170
"typ_ang",470,180
"typ_ang",470,190
"typ_ang",470,200
"typ_ang",470,210
"typ_ang",470,220
"typ_ang",480,60
"typ_ang",480,70
"typ_ang",480,80
"typ_ang",480,90
"typ_ang",480,100
"typ_ang",480,110
"typ_ang",480,120
"typ_ang",480,130
"typ_ang",480,140
"typ_ang",480,150
"typ_ang",480,160
"typ_ang",480,170
"typ_ang",480,180
"typ_ang",480,190
"typ_ang",480,200
"typ_ang",480,210
"typ_ang",480,220
"typ_ang",490,60
"typ_ang",490,70
"typ_ang",490,80
"typ_ang",490,90
"typ_ang",490,100
"typ_ang",490,110
"typ_ang",490,120
"typ_ang",490,130
"typ_ang",490,140
"typ_ang",490,150
"typ_ang",490,160
"typ_ang",490,170
"typ_ang",490,180
"typ_ang",490,190
"typ_ang",490,200
"typ_ang",490,210
"typ_ang",490,220
"typ_ang",500,60
"typ_ang",500,70
"typ_ang",500,80
"typ_ang",500,90
"typ_ang",500,100
"typ_ang",500,110
"typ_ang",500,120
"typ_ang",500,130
"typ_ang",500,140
"typ_ang",500,150
"typ_ang",500,160
"typ_ang",500,170
"typ_ang",500,180
"typ_ang",500,190
"typ_ang",500,200
"typ_ang",500,210
"typ_ang",500,220
"typ_ang",510,60
"typ_ang",510,70
"typ_ang",510,80
"typ_ang",510,90
"typ_ang",510,100
"typ_ang",510,110
"typ_ang",510,120
"typ_ang",510,130
"typ_ang",510,140
"typ_ang",510,150
"typ_ang",510,160
"typ_ang",510,170
"typ_ang",510,180
"typ_ang",510,190
"typ_ang",510,200
"typ_ang",510,210
"typ_ang",510,220
"typ_ang",520,60
"typ_ang",520,70
"typ_ang",520,80
"typ_ang",520,90
"typ_ang",520,100
"typ_ang",520,110
"typ_ang",520,120
"typ_ang",520,130
"typ_ang",520,140
"typ_ang",520,150
"typ_ang",520,160
"typ_ang",520,170
"typ_ang",520,180
"typ_ang",520,190
"typ_ang",520,200
"typ_ang",520,210
"typ_ang",520,220
"typ_ang",530,60
"typ_ang",530,70
"typ_ang",530,80
"typ_ang",530,90
"typ_ang",530,100
"typ_ang",530,110
"typ_ang",530,120
"typ_ang",530,130
"typ_ang",530,140
"typ_ang",530,150
"typ_ang",530,160
"typ_ang",530,170
"typ_ang",530,180
"typ_ang",530,190
"typ_ang",530,200
"typ_ang",530,210
"typ_ang",530,220
"typ_ang",540,60
"typ_ang",540,70
"typ_ang",540,80
"typ_ang",540,90
"typ_ang",540,100
"typ_ang",540,110
"typ_ang",540,120
"typ_ang",540,130
"typ_ang",540,140
"typ_ang",540,150
"typ_ang",540,160
"typ_ang",540,170
"typ_ang",540,180
"typ_ang",540,190
"typ_ang",540,200
"typ_ang",540,210
"typ_ang",540,220
"typ_ang",550,60
"typ_ang",550,70
"typ_ang",550,80
"typ_ang",550,90
"typ_ang",550,100
"typ_ang",550,110
"typ_ang",550,120
"typ_ang",550,130
"typ_ang",550,140
"typ_ang",550,150
"typ_ang",550,160
"typ_ang",550,170
"typ_ang",550,180
"typ_ang",550,190
"typ_ang",550,200
"typ_ang",550,210
"typ_ang",550,220
"typ_ang",560,60
"typ_ang",560,70
"typ_ang",560,80
"typ_ang",560,90
"typ_ang",560,100
"typ_ang",560,110
"typ_ang",560,120
"typ_ang",560,130
"typ_ang",560,140
"typ_ang",560,150
"typ_ang",560,160
"typ_ang",560,170
"typ_ang",560,180
"typ_ang",560,190
"typ_ang",560,200
"typ_ang",560,210
"typ_ang",560,220
"typ_ang",570,60
"typ_ang",570,70
"typ_ang",570,80
"typ_ang",570,90
"typ_ang",570,100
"typ_ang",570,110
"typ_ang",570,120
"typ_ang",570,130
"typ_ang",570,140
"typ_ang",570,150
"typ_ang",570,160
"typ_ang",570,170
"typ_ang",570,180
"typ_ang",570,190
"typ_ang",570,200
"typ_ang",570,210
"typ_ang",570,220
"typ_ang",580,60
"typ_ang",580,70
"typ_ang",580,80
"typ_ang",580,90
"typ_ang",580,100
"typ_ang",580,110
"typ_ang",580,120
"typ_ang",580,130
"typ_ang",580,140
"typ_ang",580,150
"typ_ang",580,160
"typ_ang",580,170
"typ_ang",580,180
"typ_ang",580,190
"typ_ang",580,200
"typ_ang",580,210
"typ_ang",580,220
"typ_ang",590,60
"typ_ang",590,70
"typ_ang",590,80
"typ_ang",590,90
"typ_ang",590,100
"typ_ang",590,110
"typ_ang",590,120
"typ_ang",590,130
"typ_ang",590,140
"typ_ang",590,150
"typ_ang",590,160
"typ_ang",590,170
"typ_ang",590,180
"typ_ang",590,190
"typ_ang",590,200
"typ_ang",590,210
"typ_ang",590,220
"typ_ang",600,60
"typ_ang",600,70
"typ_ang",600,80
"typ_ang",600,90
"typ_ang",600,100
"typ_ang",600,110
"typ_ang",600,120
"typ_ang",600,130
"typ_ang",600,140
"typ_ang",600,150
"typ_ang",600,160
"typ_ang",600,170
"typ_ang",600,180
"typ_ang",600,190
"typ_ang",600,200
"typ_ang",600,210
"typ_ang",600,220
"atyp_ang",120,60
"atyp_ang",120,70
"atyp_ang",120,80
"atyp_ang",120,90
"atyp_ang",120,100
"atyp_ang",120,110
"atyp_ang",120,120
"atyp_ang",120,130
"atyp_ang",120,140
"atyp_ang",120,150
"atyp_ang",120,160
"atyp_ang",120,170
"atyp_ang",120,180
"atyp_ang",120,190
"atyp_ang",120,200
"atyp_ang",120,210
"atyp_ang",120,220
"atyp_ang",130,60
"atyp_ang",130,70
"atyp_ang",130,80
"atyp_ang",130,90
"atyp_ang",130,100
"atyp_ang",130,110
"atyp_ang",130,120
"atyp_ang",130,130
"atyp_ang",130,140
"atyp_ang",130,150
"atyp_ang",130,160
"atyp_ang",130,170
"atyp_ang",130,180
"atyp_ang",130,190
"atyp_ang",130,200
"atyp_ang",130,210
"atyp_ang",130,220
"atyp_ang",140,60
"atyp_ang",140,70
"atyp_ang",140,80
"atyp_ang",140,90
"atyp_ang",140,100
"atyp_ang",140,110
"atyp_ang",140,120
"atyp_ang",140,130
"atyp_ang",140,140
"atyp_ang",140,150
"atyp_ang",140,160
"atyp_ang",140,170
"atyp_ang",140,180
"atyp_ang",140,190
"atyp_ang",140,200
"atyp_ang",140,210
"atyp_ang",140,220
"atyp_ang",150,60
"atyp_ang",150,70
"atyp_ang",150,80
"atyp_ang",150,90
"atyp_ang",150,100
"atyp_ang",150,110
"atyp_ang",150,120
"atyp_ang",150,130
"atyp_ang",150,140
"atyp_ang",150,150
"atyp_ang",150,160
"atyp_ang",150,170
"atyp_ang",150,180
"atyp_ang",150,190
"atyp_ang",150,200
"atyp_ang",150,210
"atyp_ang",150,220
"atyp_ang",160,60
"atyp_ang",160,70
"atyp_ang",160,80
"atyp_ang",160,90
"atyp_ang",160,100
"atyp_ang",160,110
"atyp_ang",160,120
"atyp_ang",160,130
"atyp_ang",160,140
"atyp_ang",160,150
"atyp_ang",160,160
"atyp_ang",160,170
"atyp_ang",160,180
"atyp_ang",160,190
"atyp_ang",160,200
"atyp_ang",160,210
"atyp_ang",160,220
"atyp_ang",170,60
"atyp_ang",170,70
"atyp_ang",170,80
"atyp_ang",170,90
"atyp_ang",170,100
"atyp_ang",170,110
"atyp_ang",170,120
"atyp_ang",170,130
"atyp_ang",170,140
"atyp_ang",170,150
"atyp_ang",170,160
"atyp_ang",170,170
"atyp_ang",170,180
"atyp_ang",170,190
"atyp_ang",170,200
"atyp_ang",170,210
"atyp_ang",170,220
"atyp_ang",180,60
"atyp_ang",180,70
"atyp_ang",180,80
"atyp_ang",180,90
"atyp_ang",180,100
"atyp_ang",180,110
"atyp_ang",180,120
"atyp_ang",180,130
"atyp_ang",180,140
"atyp_ang",180,150
"atyp_ang",180,160
"atyp_ang",180,170
"atyp_ang",180,180
"atyp_ang",180,190
"atyp_ang",180,200
"atyp_ang",180,210
"atyp_ang",180,220
"atyp_ang",190,60
"atyp_ang",190,70
"atyp_ang",190,80
"atyp_ang",190,90
"atyp_ang",190,100
"atyp_ang",190,110
"atyp_ang",190,120
"atyp_ang",190,130
"atyp_ang",190,140
"atyp_ang",190,150
"atyp_ang",190,160
"atyp_ang",190,170
"atyp_ang",190,180
"atyp_ang",190,190
"atyp_ang",190,200
"atyp_ang",190,210
"atyp_ang",190,220
"atyp_ang",200,60
"atyp_ang",200,70
"atyp_ang",200,80
"atyp_ang",200,90
"atyp_ang",200,100
"atyp_ang",200,110
"atyp_ang",200,120
"atyp_ang",200,130
"atyp_ang",200,140
"atyp_ang",200,150
"atyp_ang",200,160
"atyp_ang",200,170
"atyp_ang",200,180
"atyp_ang",200,190
"atyp_ang",200,200
"atyp_ang",200,210
"atyp_ang",200,220
"atyp_ang",210,60
"atyp_ang",210,70
"atyp_ang",210,80
"atyp_ang",210,90
"atyp_ang",210,100
"atyp_ang",210,110
"atyp_ang",210,120
"atyp_ang",210,130
"atyp_ang",210,140
"atyp_ang",210,150
"atyp_ang",210,160
"atyp_ang",210,170
"atyp_ang",210,180
"atyp_ang",210,190
"atyp_ang",210,200
"atyp_ang",210,210
"atyp_ang",210,220
"atyp_ang",220,60
"atyp_ang",220,70
"atyp_ang",220,80
"atyp_ang",220,90
"atyp_ang",220,100
"atyp_ang",220,110
"atyp_ang",220,120
"atyp_ang",220,130
"atyp_ang",220,140
"atyp_ang",220,150
"atyp_ang",220,160
"atyp_ang",220,170
"atyp_ang",220,180
"atyp_ang",220,190
"atyp_ang",220,200
"atyp_ang",220,210
"atyp_ang",220,220
"atyp_ang",230,60
"atyp_ang",230,70
"atyp_ang",230,80
"atyp_ang",230,90
"atyp_ang",230,100
"atyp_ang",230,110
"atyp_ang",230,120
"atyp_ang",230,130
"atyp_ang",230,140
"atyp_ang",230,150
"atyp_ang",230,160
"atyp_ang",230,170
"atyp_ang",230,180
"atyp_ang",230,190
"atyp_ang",230,200
"atyp_ang",230,210
"atyp_ang",230,220
"atyp_ang",240,60
"atyp_ang",240,70
"atyp_ang",240,80
"atyp_ang",240,90
"atyp_ang",240,100
"atyp_ang",240,110
"atyp_ang",240,120
"atyp_ang",240,130
"atyp_ang",240,140
"atyp_ang",240,150
"atyp_ang",240,160
"atyp_ang",240,170
"atyp_ang",240,180
"atyp_ang",240,190
"atyp_ang",240,200
"atyp_ang",240,210
"atyp_ang",240,220
"atyp_ang",250,60
"atyp_ang",250,70
"atyp_ang",250,80
"atyp_ang",250,90
"atyp_ang",250,100
"atyp_ang",250,110
"atyp_ang",250,120
"atyp_ang",250,130
"atyp_ang",250,140
"atyp_ang",250,150
"atyp_ang",250,160
"atyp_ang",250,170
"atyp_ang",250,180
"atyp_ang",250,190
"atyp_ang",250,200
"atyp_ang",250,210
"atyp_ang",250,220
"atyp_ang",260,60
"atyp_ang",260,70
"atyp_ang",260,80
"atyp_ang",260,90
"atyp_ang",260,100
"atyp_ang",260,110
"atyp_ang",260,120
"atyp_ang",260,130
"atyp_ang",260,140
"atyp_ang",260,150
"atyp_ang",260,160
"atyp_ang",260,170
"atyp_ang",260,180
"atyp_ang",260,190
"atyp_ang",260,200
"atyp_ang",260,210
"atyp_ang",260,220
"atyp_ang",270,60
"atyp_ang",270,70
"atyp_ang",270,80
"atyp_ang",270,90
"atyp_ang",270,100
"atyp_ang",270,110
"atyp_ang",270,120
"atyp_ang",270,130
"atyp_ang",270,140
"atyp_ang",270,150
"atyp_ang",270,160
"atyp_ang",270,170
"atyp_ang",270,180
"atyp_ang",270,190
"atyp_ang",270,200
"atyp_ang",270,210
"atyp_ang",270,220
"atyp_ang",280,60
"atyp_ang",280,70
"atyp_ang",280,80
"atyp_ang",280,90
"atyp_ang",280,100
"atyp_ang",280,110
"atyp_ang",280,120
"atyp_ang",280,130
"atyp_ang",280,140
"atyp_ang",280,150
"atyp_ang",280,160
"atyp_ang",280,170
"atyp_ang",280,180
"atyp_ang",280,190
"atyp_ang",280,200
"atyp_ang",280,210
"atyp_ang",280,220
"atyp_ang",290,60
"atyp_ang",290,70
"atyp_ang",290,80
"atyp_ang",290,90
"atyp_ang",290,100
"atyp_ang",290,110
"atyp_ang",290,120
"atyp_ang",290,130
"atyp_ang",290,140
"atyp_ang",290,150
"atyp_ang",290,160
"atyp_ang",290,170
"atyp_ang",290,180
"atyp_ang",290,190
"atyp_ang",290,200
"atyp_ang",290,210
"atyp_ang",290,220
"atyp_ang",300,60
"atyp_ang",300,70
"atyp_ang",300,80
"atyp_ang",300,90
"atyp_ang",300,100
"atyp_ang",300,110
"atyp_ang",300,120
"atyp_ang",300,130
"atyp_ang",300,140
"atyp_ang",300,150
"atyp_ang",300,160
"atyp_ang",300,170
"atyp_ang",300,180
"atyp_ang",300,190
"atyp_ang",300,200
"atyp_ang",300,210
"atyp_ang",300,220
"atyp_ang",310,60
"atyp_ang",310,70
"atyp_ang",310,80
"atyp_ang",310,90
"atyp_ang",310,100
"atyp_ang",310,110
"atyp_ang",310,120
"atyp_ang",310,130
"atyp_ang",310,140
"atyp_ang",310,150
"atyp_ang",310,160
"atyp_ang",310,170
"atyp_ang",310,180
"atyp_ang",310,190
"atyp_ang",310,200
"atyp_ang",310,210
"atyp_ang",310,220
"atyp_ang",320,60
"atyp_ang",320,70
"atyp_ang",320,80
"atyp_ang",320,90
"atyp_ang",320,100
"atyp_ang",320,110
"atyp_ang",320,120
"atyp_ang",320,130
"atyp_ang",320,140
"atyp_ang",320,150
"atyp_ang",320,160
"atyp_ang",320,170
"atyp_ang",320,180
"atyp_ang",320,190
"atyp_ang",320,200
"atyp_ang",320,210
"atyp_ang",320,220
"atyp_ang",330,60
"atyp_ang",330,70
"atyp_ang",330,80
"atyp_ang",330,90
"atyp_ang",330,100
"atyp_ang",330,110
"atyp_ang",330,120
"atyp_ang",330,130
"atyp_ang",330,140
"atyp_ang",330,150
"atyp_ang",330,160
"atyp_ang",330,170
"atyp_ang",330,180
"atyp_ang",330,190
"atyp_ang",330,200
"atyp_ang",330,210
"atyp_ang",330,220
"atyp_ang",340,60
"atyp_ang",340,70
"atyp_ang",340,80
"atyp_ang",340,90
"atyp_ang",340,100
"atyp_ang",340,110
"atyp_ang",340,120
"atyp_ang",340,130
"atyp_ang",340,140
"atyp_ang",340,150
"atyp_ang",340,160
"atyp_ang",340,170
"atyp_ang",340,180
"atyp_ang",340,190
"atyp_ang",340,200
"atyp_ang",340,210
"atyp_ang",340,220
"atyp_ang",350,60
"atyp_ang",350,70
"atyp_ang",350,80
"atyp_ang",350,90
"atyp_ang",350,100
"atyp_ang",350,110
"atyp_ang",350,120
"atyp_ang",350,130
"atyp_ang",350,140
